customer_id,age_bucket,gender,city,purchase_history_orders,aov_value_rupees,review_sentiment,loyalty_score,uses_coupons,peak_buy_month_span,seasonal_trend,conversion_rate_bucket,online_preference_1_online_0_offline,payment_1_cod_0_upi,top3_apparel_types,major_products_bought_together,discount_clicks,return_ratio,persona
362,35-46,M,Delhi,6,1661,good,1,0,Sep-Oct,Spring,30-50,1,1,"belts,polo,pants",,0.0,42,sports buyer
363,25-34,F,Mumbai,12,629,bad,0,1,Sep-Oct,Spring,30-50,1,1,"belts,innerwear,pants",2 or more polo,0.0,44,sports buyer
364,25-34,F,Delhi,15,2741,good,0,1,Nov-Dec,Spring,30-50,1,1,"belts,ethnic,innerwear",ethnic and innerwear,0.0,36,ethnic desi
365,46-60,F,Delhi,8,2863,good,0,1,May-Jun,Winter,30-50,1,0,"shirts,belts,pants",pants and belt,0.0,1,formals buyer
366,25-34,M,Mumbai,4,2387,good,0,0,Mar-Apr,Diwali,10-30,0,0,"shirts,innerwear,pants",,0.0,15,sports buyer
367,60+,F,Mumbai,15,643,good,0,1,Jul-Aug,New Year,10-30,1,1,"innerwear,shirts,polo",2 or more shirts,0.0,58,formals buyer
368,46-60,F,Delhi,20,515,good,1,0,Mar-Apr,Spring,30-50,1,0,"polo,athleisure,innerwear",athleisure and shirt,0.0,17,formals buyer
369,16-24,M,Mumbai,17,3873,moderate,0,1,Mar-Apr,Winter,10-30,1,0,"belts,shirts,polo",,0.0,34,sports buyer
370,16-24,M,Delhi,13,2970,good,0,1,Jan-Feb,Diwali,30-50,1,1,"pants,belts,ethnic",ethnic and innerwear,0.0,11,ethnic desi
371,16-24,F,Delhi,18,744,moderate,1,0,Sep-Oct,Diwali,10-30,1,0,"innerwear,polo,athleisure",,0.0,15,sports buyer
372,16-24,M,Hyderabad,2,1426,good,1,1,Sep-Oct,Diwali,>50,0,1,"ethnic,pants,belts",pants and belt,0.0,4,formals buyer
373,16-24,F,Delhi,13,3678,good,1,1,Sep-Oct,Diwali,>50,1,0,"pants,shirts,ethnic",pants and belt,0.0,11,formals buyer
374,35-46,M,Delhi,13,3659,bad,1,1,Jan-Feb,Winter,30-50,1,0,"innerwear,shirts,belts",pants and belt,0.0,84,formals buyer
375,16-24,M,Delhi,15,2676,good,0,0,May-Jun,Spring,30-50,1,1,"ethnic,innerwear,athleisure",,0.0,7,sports buyer
376,25-34,F,Mumbai,20,1406,bad,0,0,May-Jun,Spring,10-30,0,1,"belts,shirts,pants",shirt and pants,0.0,42,formals buyer
377,46-60,M,Mumbai,10,1386,moderate,1,0,Jul-Aug,Spring,30-50,1,0,"pants,polo,innerwear",shirt and pants,0.0,4,formals buyer
378,16-24,M,Hyderabad,3,840,good,1,0,May-Jun,Spring,>50,1,0,"shirts,innerwear,belts",,0.0,16,sports buyer
379,46-60,M,Delhi,19,2551,bad,0,0,May-Jun,Diwali,30-50,0,0,"ethnic,athleisure,polo",2 or more pants,0.0,2,formals buyer
380,25-34,F,Hyderabad,3,3898,good,0,1,Sep-Oct,New Year,10-30,0,1,"shirts,belts,pants",pants and belt,0.0,2,formals buyer
381,16-24,M,Hyderabad,14,1933,bad,0,1,Nov-Dec,New Year,10-30,0,1,"athleisure,shirts,pants",,0.0,9,sports buyer
382,35-46,M,Hyderabad,8,805,good,1,0,Mar-Apr,Diwali,>50,1,1,"ethnic,shirts,polo",shirt and pants,0.0,56,formals buyer
383,35-46,F,Hyderabad,4,1407,bad,0,1,May-Jun,New Year,>50,1,1,"athleisure,shirts,ethnic",ethnic and innerwear,0.0,17,ethnic desi
384,46-60,M,Delhi,20,3154,good,0,1,May-Jun,New Year,10-30,1,0,"shirts,innerwear,athleisure",athleisure and shirt,0.0,36,formals buyer
385,35-46,F,Mumbai,11,3796,moderate,1,0,Jan-Feb,Diwali,>50,1,0,"belts,innerwear,pants",,0.0,3,sports buyer
386,46-60,M,Delhi,11,1871,moderate,1,0,Jul-Aug,Diwali,>50,1,0,"shirts,ethnic,athleisure",shirt and pants,0.0,18,formals buyer
387,25-34,F,Mumbai,11,3539,bad,1,1,Nov-Dec,Spring,>50,0,1,"pants,polo,innerwear",,0.0,15,sports buyer
388,16-24,M,Delhi,2,820,bad,1,1,Jan-Feb,Diwali,30-50,0,0,"belts,shirts,ethnic",ethnic and innerwear,0.0,0,ethnic desi
389,35-46,F,Delhi,17,1058,bad,0,0,Sep-Oct,Winter,30-50,1,0,"belts,ethnic,innerwear",,0.0,18,sports buyer
390,46-60,M,Delhi,9,1704,bad,0,0,Mar-Apr,Diwali,10-30,1,0,"belts,pants,athleisure",shirt and pants,0.0,38,formals buyer
391,60+,M,Mumbai,2,3165,good,0,0,Jul-Aug,Spring,30-50,1,0,"belts,ethnic,innerwear",,0.0,37,sports buyer
392,25-34,M,Mumbai,15,3258,good,0,0,Jan-Feb,Winter,10-30,0,0,"polo,shirts,innerwear",,0.0,45,sports buyer
393,25-34,M,Delhi,16,1909,good,0,0,May-Jun,Winter,>50,1,0,"belts,athleisure,shirts",,0.0,72,sports buyer
394,35-46,M,Mumbai,4,2141,good,0,0,May-Jun,Winter,10-30,0,1,"innerwear,athleisure,ethnic",ethnic and innerwear,0.0,59,ethnic desi
395,25-34,M,Hyderabad,8,1631,good,0,0,Jul-Aug,Diwali,30-50,1,1,"ethnic,polo,innerwear",,0.0,58,sports buyer
396,46-60,F,Mumbai,9,3078,moderate,1,1,May-Jun,New Year,30-50,1,0,"pants,ethnic,athleisure",ethnic and innerwear,0.0,50,ethnic desi
397,46-60,M,Mumbai,5,2957,good,0,0,Jan-Feb,New Year,>50,0,1,"innerwear,shirts,pants",,0.0,17,sports buyer
398,25-34,M,Mumbai,16,3867,moderate,0,1,Jan-Feb,Diwali,>50,1,1,"belts,ethnic,athleisure",ethnic and innerwear,0.0,2,ethnic desi
399,35-46,F,Delhi,13,1317,good,1,1,May-Jun,Diwali,30-50,1,1,"ethnic,shirts,innerwear",,0.0,16,sports buyer
400,35-46,F,Delhi,7,1694,good,0,0,May-Jun,Winter,10-30,0,0,"shirts,polo,athleisure",shirt and pants,0.0,4,formals buyer
401,16-24,M,Mumbai,20,3902,moderate,0,0,Sep-Oct,Spring,>50,1,0,"athleisure,innerwear,shirts",,0.0,45,sports buyer
402,46-60,M,Mumbai,17,3040,moderate,0,0,Mar-Apr,Spring,<10,1,1,"shirts,pants,athleisure",pants and belt,0.0,6,formals buyer
403,25-34,M,Delhi,3,3766,moderate,0,1,Jul-Aug,Winter,<10,1,0,"athleisure,pants,ethnic",ethnic and innerwear,0.0,24,ethnic desi
404,46-60,F,Mumbai,5,511,moderate,0,0,Jan-Feb,Spring,30-50,1,0,"shirts,athleisure,polo",2 or more shirts,0.0,17,formals buyer
405,25-34,F,Delhi,19,694,good,0,0,Jul-Aug,Spring,<10,0,1,"athleisure,pants,polo",,0.0,5,sports buyer
406,46-60,M,Delhi,12,3037,moderate,0,0,Sep-Oct,Spring,>50,0,1,"athleisure,polo,ethnic",athleisure and shirt,0.0,57,formals buyer
407,25-34,F,Mumbai,7,3342,good,0,1,Jan-Feb,Diwali,>50,0,0,"innerwear,polo,ethnic",ethnic and innerwear,0.0,44,ethnic desi
408,16-24,F,Mumbai,9,3428,good,0,1,Sep-Oct,New Year,>50,1,1,"polo,belts,athleisure",athleisure and shirt,0.0,3,formals buyer
409,46-60,F,Hyderabad,6,2729,good,0,0,Sep-Oct,Winter,30-50,1,0,"innerwear,belts,shirts",,0.0,29,sports buyer
410,16-24,F,Delhi,17,3509,good,0,1,Nov-Dec,Winter,>50,1,0,"innerwear,belts,shirts",2 or more shirts,0.0,49,formals buyer
411,25-34,M,Delhi,16,1155,good,0,0,May-Jun,Winter,<10,0,1,"polo,pants,ethnic",2 or more polo,0.0,12,sports buyer
412,60+,M,Mumbai,3,2421,bad,0,0,Nov-Dec,New Year,>50,1,0,"ethnic,polo,pants",2 or more pants,0.0,32,formals buyer
413,60+,M,Delhi,4,3887,bad,1,1,Jul-Aug,Winter,30-50,1,1,"shirts,athleisure,innerwear",2 or more shirts,0.0,32,formals buyer
414,25-34,M,Mumbai,10,3241,good,1,1,Jul-Aug,Diwali,10-30,0,1,"athleisure,shirts,innerwear",,0.0,33,sports buyer
415,35-46,M,Delhi,5,2577,good,1,1,May-Jun,Diwali,>50,1,1,"shirts,polo,belts",pants and belt,0.0,19,formals buyer
416,25-34,F,Hyderabad,10,2119,good,0,0,Nov-Dec,New Year,>50,1,1,"ethnic,shirts,polo",ethnic and innerwear,0.0,15,ethnic desi
417,25-34,M,Mumbai,12,1619,good,1,1,Jul-Aug,New Year,10-30,1,0,"innerwear,belts,shirts",pants and belt,0.0,47,formals buyer
418,25-34,M,Mumbai,10,3952,bad,1,0,Nov-Dec,Diwali,30-50,0,0,"shirts,athleisure,polo",athleisure and shirt,0.0,34,formals buyer
419,35-46,M,Mumbai,13,1277,good,0,0,May-Jun,New Year,>50,1,0,"shirts,athleisure,pants",pants and belt,0.0,50,formals buyer
420,35-46,F,Mumbai,11,943,moderate,1,0,Jan-Feb,Diwali,30-50,0,1,"pants,polo,innerwear",shirt and polo,0.0,30,formals buyer
421,35-46,M,Mumbai,16,797,good,0,1,Sep-Oct,New Year,30-50,1,0,"pants,polo,ethnic",shirt and pants,0.0,25,formals buyer
422,35-46,M,Mumbai,8,1307,bad,1,1,Sep-Oct,Spring,<10,0,0,"ethnic,shirts,belts",shirt and pants,0.0,51,formals buyer
423,16-24,M,Hyderabad,8,2260,good,0,0,Nov-Dec,Spring,10-30,1,0,"innerwear,pants,polo",,0.0,28,sports buyer
424,25-34,M,Delhi,8,1344,moderate,0,0,Jul-Aug,Diwali,30-50,1,0,"shirts,athleisure,ethnic",shirt and polo,0.0,13,formals buyer
425,16-24,F,Mumbai,13,1515,good,0,0,Nov-Dec,New Year,30-50,0,1,"pants,polo,belts",,0.0,89,sports buyer
426,25-34,F,Hyderabad,2,1884,moderate,0,1,Nov-Dec,Spring,30-50,0,1,"athleisure,belts,ethnic",ethnic and innerwear,0.0,33,ethnic desi
427,25-34,M,Mumbai,12,1897,good,0,1,Mar-Apr,Spring,<10,1,1,"pants,innerwear,shirts",,0.0,8,sports buyer
428,46-60,F,Hyderabad,10,1053,good,1,0,Sep-Oct,New Year,>50,0,0,"belts,innerwear,ethnic",pants and belt,0.0,7,formals buyer
429,25-34,F,Mumbai,12,2850,bad,1,1,May-Jun,Spring,30-50,0,0,"ethnic,athleisure,belts",ethnic and innerwear,0.0,2,ethnic desi
430,16-24,F,Hyderabad,11,920,bad,1,0,Nov-Dec,Winter,10-30,1,1,"shirts,ethnic,pants",pants and belt,0.0,24,formals buyer
431,16-24,M,Delhi,15,1769,bad,0,0,Mar-Apr,Diwali,<10,1,1,"pants,innerwear,athleisure",athleisure and shirt,0.0,31,formals buyer
432,35-46,M,Hyderabad,16,1760,moderate,0,1,Mar-Apr,New Year,>50,0,1,"belts,shirts,pants",,0.0,9,sports buyer
433,35-46,M,Hyderabad,17,684,bad,0,0,Sep-Oct,New Year,>50,1,0,"polo,belts,pants",,0.0,5,sports buyer
434,16-24,F,Mumbai,2,967,good,1,0,Sep-Oct,Spring,>50,1,1,"polo,athleisure,ethnic",shirt and polo,0.0,8,formals buyer
435,16-24,M,Hyderabad,18,3301,good,0,1,Sep-Oct,Diwali,>50,0,1,"athleisure,shirts,belts",pants and belt,0.0,59,formals buyer
436,35-46,M,Mumbai,12,2910,good,0,0,May-Jun,Diwali,10-30,1,1,"innerwear,belts,athleisure",,0.0,8,sports buyer
437,16-24,M,Mumbai,19,1806,moderate,0,1,Mar-Apr,Diwali,10-30,1,0,"belts,polo,pants",2 or more pants,0.0,50,formals buyer
438,46-60,F,Mumbai,18,2076,good,0,1,Jul-Aug,Winter,10-30,0,0,"shirts,athleisure,ethnic",athleisure and shirt,0.0,2,formals buyer
439,35-46,M,Delhi,17,835,good,1,1,May-Jun,Spring,>50,1,0,"pants,innerwear,ethnic",2 or more polo,0.0,0,sports buyer
440,16-24,F,Mumbai,6,2709,moderate,0,0,Jan-Feb,Spring,>50,0,1,"ethnic,shirts,pants",shirt and pants,0.0,38,formals buyer
441,16-24,F,Delhi,15,3731,bad,0,0,Nov-Dec,Winter,>50,0,1,"polo,pants,athleisure",pants and belt,0.0,22,formals buyer
442,60+,M,Delhi,3,1997,good,1,0,Sep-Oct,Diwali,30-50,1,1,"belts,athleisure,polo",shirt and pants,0.0,53,formals buyer
443,25-34,F,Hyderabad,6,3893,good,1,1,Mar-Apr,Winter,10-30,1,1,"polo,shirts,innerwear",shirt and polo,0.0,35,formals buyer
444,25-34,M,Hyderabad,3,2559,good,0,0,Nov-Dec,Spring,>50,1,1,"belts,shirts,athleisure",athleisure and shirt,0.0,4,formals buyer
445,46-60,F,Delhi,1,1947,good,0,1,May-Jun,New Year,>50,1,1,"belts,polo,pants",pants and belt,0.0,58,formals buyer
446,46-60,M,Mumbai,13,3644,good,0,0,Jan-Feb,Winter,30-50,1,0,"pants,ethnic,shirts",shirt and pants,0.0,40,formals buyer
447,60+,F,Mumbai,14,1087,moderate,1,0,May-Jun,Winter,30-50,1,1,"ethnic,shirts,innerwear",2 or more shirts,0.0,11,formals buyer
448,35-46,F,Mumbai,13,2381,moderate,0,1,May-Jun,Winter,30-50,1,1,"athleisure,innerwear,belts",,0.0,0,sports buyer
449,25-34,F,Mumbai,4,700,moderate,0,1,Jul-Aug,Diwali,10-30,1,0,"athleisure,innerwear,pants",,0.0,6,sports buyer
450,16-24,F,Mumbai,7,1021,good,0,0,Nov-Dec,Winter,>50,1,0,"innerwear,belts,ethnic",ethnic and innerwear,0.0,2,ethnic desi
451,35-46,M,Mumbai,10,2387,bad,0,1,Jul-Aug,Winter,10-30,1,0,"athleisure,pants,innerwear",pants and belt,0.0,11,formals buyer
452,25-34,F,Hyderabad,7,3052,good,1,0,May-Jun,New Year,30-50,1,0,"polo,shirts,pants",shirt and pants,0.0,92,formals buyer
453,25-34,F,Delhi,15,2211,good,0,1,Jan-Feb,Diwali,30-50,1,1,"pants,ethnic,innerwear",ethnic and innerwear,0.0,24,ethnic desi
454,46-60,F,Mumbai,15,1287,bad,0,1,Mar-Apr,Diwali,<10,1,0,"innerwear,ethnic,polo",ethnic and innerwear,0.0,5,ethnic desi
455,16-24,M,Delhi,4,3610,good,0,0,Mar-Apr,Winter,>50,1,0,"athleisure,ethnic,polo",ethnic and innerwear,0.0,7,ethnic desi
456,25-34,F,Mumbai,6,559,good,0,0,Nov-Dec,Spring,10-30,1,1,"shirts,innerwear,athleisure",shirt and pants,0.0,33,formals buyer
457,16-24,F,Delhi,20,1077,bad,0,0,Sep-Oct,New Year,30-50,0,1,"innerwear,belts,pants",,0.0,11,sports buyer
458,25-34,F,Delhi,5,820,good,0,1,Sep-Oct,Diwali,30-50,1,1,"polo,belts,ethnic",shirt and polo,0.0,44,formals buyer
459,16-24,M,Delhi,20,1958,moderate,0,1,Mar-Apr,Diwali,10-30,1,1,"pants,innerwear,athleisure",,0.0,3,sports buyer
460,16-24,F,Delhi,12,3979,good,0,1,May-Jun,Spring,<10,1,1,"shirts,pants,ethnic",shirt and polo,0.0,34,formals buyer
461,16-24,M,Hyderabad,1,2537,moderate,0,0,May-Jun,New Year,10-30,1,1,"athleisure,belts,shirts",shirt and polo,0.0,2,formals buyer
462,35-46,F,Hyderabad,8,1422,good,0,0,Jul-Aug,Winter,30-50,1,1,"athleisure,innerwear,pants",,0.0,10,sports buyer
463,35-46,M,Delhi,1,1909,good,0,0,Nov-Dec,Spring,>50,0,1,"shirts,ethnic,belts",pants and belt,0.0,11,formals buyer
464,25-34,F,Delhi,5,2194,moderate,0,0,Jul-Aug,Spring,10-30,1,1,"athleisure,belts,shirts",pants and belt,0.0,3,formals buyer
465,60+,F,Delhi,6,1068,good,1,1,Sep-Oct,Diwali,10-30,0,1,"pants,shirts,athleisure",,0.0,10,sports buyer
466,25-34,M,Mumbai,3,1601,good,0,0,Mar-Apr,Diwali,>50,1,1,"pants,ethnic,innerwear",,0.0,54,sports buyer
467,25-34,F,Mumbai,15,3765,good,1,0,May-Jun,New Year,30-50,1,0,"shirts,ethnic,pants",2 or more polo,0.0,18,sports buyer
468,46-60,M,Mumbai,5,3856,good,0,0,Mar-Apr,New Year,10-30,1,1,"athleisure,shirts,polo",2 or more shirts,0.0,27,formals buyer
469,16-24,F,Delhi,14,1026,good,1,1,Jan-Feb,Diwali,30-50,1,0,"pants,ethnic,polo",ethnic and innerwear,0.0,28,ethnic desi
470,60+,F,Delhi,18,3071,good,0,1,Mar-Apr,Winter,30-50,1,0,"belts,ethnic,athleisure",ethnic and innerwear,0.0,5,ethnic desi
471,16-24,F,Mumbai,16,3160,bad,0,0,Jan-Feb,New Year,<10,1,0,"polo,innerwear,ethnic",,0.0,43,sports buyer
472,60+,F,Hyderabad,6,3727,good,0,1,Jul-Aug,Diwali,>50,1,0,"belts,ethnic,innerwear",,0.0,25,sports buyer
473,16-24,F,Hyderabad,14,3911,good,0,1,Jul-Aug,Diwali,>50,1,1,"polo,innerwear,belts",pants and belt,0.0,67,formals buyer
474,46-60,M,Delhi,8,2672,good,1,1,Sep-Oct,Diwali,10-30,1,1,"athleisure,ethnic,belts",ethnic and innerwear,0.0,16,ethnic desi
475,25-34,M,Delhi,7,1370,good,0,0,Mar-Apr,Winter,30-50,1,0,"innerwear,polo,athleisure",athleisure and shirt,0.0,9,formals buyer
476,60+,F,Hyderabad,8,779,bad,1,1,Mar-Apr,Diwali,10-30,1,1,"ethnic,shirts,athleisure",athleisure and shirt,0.0,27,formals buyer
477,16-24,F,Mumbai,13,3464,good,0,1,Jan-Feb,New Year,>50,1,0,"ethnic,shirts,pants",2 or more shirts,0.0,28,formals buyer
478,25-34,F,Hyderabad,6,3169,bad,0,1,Jul-Aug,Spring,30-50,0,0,"pants,shirts,belts",,0.0,58,sports buyer
479,60+,F,Mumbai,18,3393,good,0,0,Jan-Feb,Diwali,>50,1,1,"innerwear,shirts,ethnic",ethnic and innerwear,0.0,9,ethnic desi
480,25-34,M,Hyderabad,2,2392,moderate,1,0,Jul-Aug,Diwali,<10,1,1,"athleisure,polo,belts",pants and belt,0.0,10,formals buyer
481,35-46,F,Mumbai,8,2251,moderate,1,0,Jan-Feb,Diwali,30-50,1,0,"belts,innerwear,athleisure",pants and belt,0.0,20,formals buyer
482,35-46,M,Hyderabad,11,1173,bad,0,0,Jul-Aug,New Year,30-50,0,1,"athleisure,shirts,ethnic",athleisure and shirt,0.0,2,formals buyer
483,25-34,M,Hyderabad,1,1651,moderate,0,0,Jan-Feb,Diwali,>50,1,1,"pants,innerwear,ethnic",ethnic and innerwear,0.0,4,ethnic desi
484,35-46,M,Mumbai,6,2861,moderate,0,1,Jul-Aug,Diwali,>50,1,0,"pants,athleisure,ethnic",shirt and pants,0.0,27,formals buyer
485,25-34,M,Delhi,16,831,good,0,1,Nov-Dec,Winter,30-50,1,0,"athleisure,innerwear,ethnic",,0.0,13,sports buyer
486,46-60,M,Hyderabad,20,1673,good,0,1,Jan-Feb,Diwali,>50,1,1,"ethnic,shirts,athleisure",athleisure and shirt,0.0,32,formals buyer
487,16-24,M,Delhi,12,2539,bad,1,1,Mar-Apr,Spring,30-50,1,1,"ethnic,innerwear,polo",,0.0,42,sports buyer
488,25-34,F,Hyderabad,11,1977,good,0,1,Sep-Oct,Spring,30-50,1,0,"shirts,ethnic,pants",,0.0,45,sports buyer
489,60+,M,Delhi,10,535,good,0,0,Nov-Dec,Spring,10-30,0,0,"belts,athleisure,innerwear",,0.0,3,sports buyer
490,46-60,M,Mumbai,3,2208,moderate,1,0,Nov-Dec,New Year,10-30,1,0,"polo,belts,shirts",shirt and polo,0.0,0,formals buyer
491,25-34,M,Mumbai,13,1943,good,0,0,Jan-Feb,Diwali,30-50,1,0,"pants,ethnic,polo",2 or more polo,0.0,59,sports buyer
492,35-46,M,Mumbai,3,3593,bad,1,0,Sep-Oct,Spring,>50,1,1,"belts,ethnic,shirts",ethnic and innerwear,0.0,10,ethnic desi
493,25-34,M,Hyderabad,15,2753,moderate,0,1,Mar-Apr,Spring,10-30,1,1,"pants,belts,shirts",pants and belt,0.0,16,formals buyer
494,16-24,M,Mumbai,16,3186,moderate,1,1,Nov-Dec,Spring,10-30,1,0,"shirts,polo,pants",shirt and pants,0.0,70,formals buyer
495,25-34,F,Delhi,13,3395,bad,0,0,Mar-Apr,Diwali,>50,1,0,"athleisure,belts,innerwear",pants and belt,0.0,51,formals buyer
496,25-34,F,Delhi,17,1879,good,1,0,Jul-Aug,Winter,<10,1,1,"innerwear,ethnic,athleisure",athleisure and shirt,0.0,4,formals buyer
497,25-34,F,Delhi,3,939,good,0,1,Sep-Oct,Diwali,>50,1,1,"ethnic,pants,athleisure",2 or more polo,0.0,6,sports buyer
498,16-24,M,Hyderabad,20,3276,good,0,0,May-Jun,New Year,>50,1,0,"innerwear,belts,shirts",shirt and pants,0.0,14,formals buyer
499,60+,M,Hyderabad,11,1619,good,0,0,Jul-Aug,New Year,>50,1,1,"pants,belts,shirts",shirt and polo,0.0,41,formals buyer
500,60+,F,Delhi,19,3488,moderate,0,0,Sep-Oct,Diwali,<10,1,0,"ethnic,athleisure,pants",shirt and pants,0.0,39,formals buyer
501,35-46,M,Hyderabad,11,663,bad,0,0,Jan-Feb,New Year,30-50,1,1,"polo,ethnic,athleisure",athleisure and shirt,0.0,89,formals buyer
502,25-34,M,Hyderabad,16,647,good,1,1,Jan-Feb,Spring,10-30,0,1,"polo,belts,innerwear",2 or more pants,0.0,23,formals buyer
503,25-34,M,Delhi,3,2841,good,1,1,Mar-Apr,Winter,>50,1,1,"innerwear,ethnic,pants",,0.0,35,sports buyer
504,46-60,M,Hyderabad,6,694,bad,1,0,Nov-Dec,Winter,30-50,1,0,"pants,ethnic,athleisure",ethnic and innerwear,0.0,19,ethnic desi
505,35-46,M,Mumbai,14,1162,good,0,1,May-Jun,New Year,30-50,0,0,"athleisure,polo,innerwear",,0.0,36,sports buyer
506,16-24,M,Mumbai,18,979,good,0,0,Jan-Feb,Spring,10-30,1,0,"athleisure,shirts,innerwear",shirt and polo,0.0,11,formals buyer
507,46-60,F,Hyderabad,17,622,good,0,0,Sep-Oct,Diwali,>50,0,0,"athleisure,innerwear,ethnic",athleisure and shirt,0.0,6,formals buyer
508,46-60,M,Delhi,4,1923,bad,0,1,Nov-Dec,New Year,>50,1,1,"belts,innerwear,polo",pants and belt,0.0,37,formals buyer
509,46-60,F,Hyderabad,15,3246,moderate,1,0,Nov-Dec,Diwali,>50,1,1,"athleisure,ethnic,shirts",shirt and polo,0.0,21,formals buyer
510,35-46,F,Hyderabad,11,1464,moderate,1,0,Sep-Oct,New Year,<10,1,0,"ethnic,athleisure,belts",ethnic and innerwear,0.0,17,ethnic desi
511,35-46,F,Mumbai,3,3208,bad,1,1,Nov-Dec,New Year,30-50,0,0,"polo,pants,belts",2 or more polo,0.0,3,sports buyer
512,25-34,F,Hyderabad,3,3675,good,0,0,Jan-Feb,New Year,30-50,1,0,"polo,ethnic,shirts",ethnic and innerwear,0.0,45,ethnic desi
513,46-60,F,Delhi,16,2278,good,1,0,Sep-Oct,Spring,30-50,0,0,"innerwear,shirts,ethnic",ethnic and innerwear,0.0,3,ethnic desi
514,46-60,M,Delhi,5,1985,bad,1,0,Sep-Oct,Winter,<10,1,1,"athleisure,shirts,ethnic",,0.0,55,sports buyer
515,16-24,M,Delhi,10,2514,good,0,1,Mar-Apr,New Year,<10,0,1,"athleisure,belts,pants",,0.0,18,sports buyer
516,16-24,M,Hyderabad,19,1209,moderate,0,0,May-Jun,Winter,10-30,1,0,"ethnic,polo,pants",,0.0,19,sports buyer
517,25-34,F,Mumbai,4,2943,bad,1,0,Mar-Apr,Spring,30-50,1,1,"pants,ethnic,belts",ethnic and innerwear,0.0,6,ethnic desi
518,46-60,F,Delhi,19,1411,moderate,1,1,May-Jun,Spring,>50,0,1,"belts,athleisure,ethnic",pants and belt,0.0,14,formals buyer
519,60+,M,Delhi,11,1860,moderate,1,1,Sep-Oct,Spring,<10,0,0,"pants,shirts,belts",pants and belt,0.0,99,formals buyer
520,16-24,F,Delhi,2,3552,bad,0,0,Nov-Dec,Diwali,30-50,1,1,"shirts,belts,polo",2 or more pants,0.0,40,formals buyer
521,25-34,M,Delhi,10,3713,bad,0,1,May-Jun,Winter,30-50,1,0,"belts,shirts,ethnic",,0.0,54,sports buyer
522,25-34,F,Mumbai,11,2864,good,1,0,Sep-Oct,Spring,30-50,1,1,"innerwear,athleisure,polo",shirt and polo,0.0,13,formals buyer
523,60+,M,Mumbai,20,2234,good,1,0,Sep-Oct,Winter,<10,1,0,"ethnic,innerwear,belts",ethnic and innerwear,0.0,20,ethnic desi
524,46-60,M,Mumbai,16,2323,good,0,0,Mar-Apr,Spring,30-50,1,0,"polo,pants,athleisure",athleisure and shirt,0.0,31,formals buyer
525,46-60,M,Hyderabad,19,2079,moderate,0,1,Mar-Apr,Winter,30-50,1,0,"athleisure,pants,belts",athleisure and shirt,0.0,96,formals buyer
526,25-34,M,Mumbai,11,3972,good,1,0,Nov-Dec,Spring,10-30,1,1,"pants,belts,ethnic",pants and belt,0.0,31,formals buyer
527,25-34,M,Mumbai,14,1180,moderate,0,1,Jul-Aug,New Year,30-50,0,1,"belts,polo,innerwear",shirt and polo,0.0,37,formals buyer
528,25-34,M,Hyderabad,2,1833,good,1,0,Jan-Feb,Diwali,>50,1,1,"ethnic,innerwear,pants",pants and belt,0.0,13,formals buyer
529,16-24,F,Mumbai,5,3042,moderate,0,0,Jul-Aug,New Year,<10,1,1,"polo,pants,belts",shirt and pants,0.0,21,formals buyer
530,46-60,M,Hyderabad,5,1055,good,0,0,Jul-Aug,New Year,<10,1,0,"belts,shirts,pants",pants and belt,0.0,58,formals buyer
531,46-60,M,Delhi,19,1109,moderate,0,0,Nov-Dec,Diwali,10-30,1,1,"pants,athleisure,polo",athleisure and shirt,0.0,25,formals buyer
532,60+,F,Hyderabad,12,2656,moderate,0,0,May-Jun,Winter,10-30,1,1,"athleisure,pants,shirts",shirt and pants,0.0,9,formals buyer
533,60+,F,Mumbai,18,871,good,0,1,Nov-Dec,Spring,30-50,1,1,"innerwear,shirts,ethnic",,0.0,29,sports buyer
534,25-34,M,Mumbai,4,3402,good,0,0,Nov-Dec,Winter,<10,1,0,"ethnic,polo,pants",2 or more polo,0.0,18,sports buyer
535,35-46,M,Delhi,17,1115,moderate,0,0,Sep-Oct,Winter,30-50,0,1,"belts,ethnic,pants",,0.0,38,sports buyer
536,46-60,M,Hyderabad,10,3315,good,0,1,Sep-Oct,Spring,10-30,1,0,"ethnic,polo,athleisure",,0.0,17,sports buyer
537,46-60,M,Delhi,20,2414,good,0,1,Sep-Oct,Winter,<10,0,0,"polo,athleisure,pants",athleisure and shirt,0.0,5,formals buyer
538,16-24,F,Mumbai,6,2753,bad,0,0,Jan-Feb,Spring,10-30,0,0,"pants,shirts,athleisure",athleisure and shirt,0.0,11,formals buyer
539,25-34,M,Hyderabad,14,1346,moderate,1,1,May-Jun,Winter,10-30,0,0,"pants,ethnic,polo",2 or more polo,0.0,46,sports buyer
540,16-24,M,Hyderabad,11,542,bad,0,0,May-Jun,New Year,10-30,1,1,"innerwear,ethnic,pants",,0.0,20,sports buyer
541,60+,F,Delhi,11,1364,good,0,0,Sep-Oct,New Year,>50,1,0,"innerwear,polo,shirts",shirt and pants,0.0,46,formals buyer
542,35-46,M,Hyderabad,18,1768,good,0,1,Jul-Aug,New Year,10-30,1,0,"pants,ethnic,athleisure",pants and belt,0.0,17,formals buyer
543,16-24,F,Hyderabad,18,3858,bad,1,0,Jan-Feb,Spring,>50,1,0,"pants,shirts,innerwear",2 or more polo,0.0,25,sports buyer
